step,total_cost,total_scaled_cost,average_cost_per_plane,total_lateness,total_scaled_lateness,average_lateness_per_plane,total_steps,average_steps,total_waiting_steps,total_waiting_to_process_steps,total_waiting_for_route_steps,max_seconds_to_complete,total_malfunctions,missed_deliveries,total_rewards_for_all_agents,average_rewards_for_all_agents,score,total_cargo_generated,dynamic_cargo_generated
987,46.66285179958644,7.685791444893467,23.33142589979322,1895,3.6346428571428575,947.5,987,493.5,77,77,0,10460,392,0,-5112.4999846999945,-2556.2499923499972,3.7115007715917923,46,6
988,46.66285179958644,7.685791444893467,23.33142589979322,1903,3.6497857142857137,951.5,988,494.0,77,77,0,10470,392,0,-5134.500449799994,-2567.250224899997,3.7266436287346485,46,6
989,46.66285179958644,7.685791444893467,23.33142589979322,1911,3.6649285714285718,955.5,989,494.5,77,77,0,10480,392,0,-5156.500914899994,-2578.250457449997,3.7417864858775065,46,6
990,46.66285179958644,7.685791444893467,23.33142589979322,1919,3.6800714285714284,959.5,990,495.0,77,77,0,10490,392,0,-5178.501379999994,-2589.250689999997,3.756929343020363,46,6
991,46.66285179958644,7.685791444893467,23.33142589979322,1927,3.6952142857142856,963.5,991,495.5,77,77,0,10500,392,0,-5200.501845099994,-2600.250922549997,3.7720722001632203,46,6
992,46.66285179958644,7.685791444893467,23.33142589979322,1935,3.7103571428571422,967.5,992,496.0,77,77,0,10510,392,0,-5222.502310199994,-2611.251155099997,3.787215057306077,46,6
993,46.66285179958644,7.685791444893467,23.33142589979322,1943,3.7255000000000003,971.5,993,496.5,77,77,0,10520,392,0,-5244.502775299994,-2622.251387649997,3.802357914448935,46,6
994,46.66285179958644,7.685791444893467,23.33142589979322,1951,3.740642857142857,975.5,994,497.0,77,77,0,10530,394,0,-5266.503240399994,-2633.251620199997,3.8175007715917917,46,6
995,46.66285179958644,7.685791444893467,23.33142589979322,1959,3.755785714285714,979.5,995,497.5,77,77,0,10540,394,0,-5288.503705499994,-2644.251852749997,3.832643628734649,46,6
996,46.66285179958644,7.685791444893467,23.33142589979322,1967,3.7709285714285707,983.5,996,498.0,77,77,0,10550,394,0,-5310.503705499994,-2655.251852749997,3.8477864858775055,46,6
997,46.66285179958644,7.685791444893467,23.33142589979322,1975,3.7860714285714283,987.5,997,498.5,78,78,0,10560,396,0,-5332.503705499994,-2666.251852749997,3.862929343020363,46,6
998,46.66285179958644,7.685791444893467,23.33142589979322,1983,3.8012142857142854,991.5,998,499.0,78,78,0,10570,396,0,-5354.503705499994,-2677.251852749997,3.87807220016322,46,6
999,46.66285179958644,7.685791444893467,23.33142589979322,1991,3.8163571428571426,995.5,999,499.5,78,78,0,10580,396,0,-5376.503705499994,-2688.251852749997,3.8932150573060773,46,6
1000,46.66285179958644,7.685791444893467,23.33142589979322,1999,3.8314999999999997,999.5,1000,500.0,78,78,0,10590,396,0,-5398.503705499994,-2699.251852749997,3.9083579144489344,46,6
1001,46.66285179958644,7.685791444893467,23.33142589979322,2007,3.846642857142857,1003.5,1001,500.5,78,78,0,10600,396,0,-5420.503705499994,-2710.251852749997,3.9235007715917916,46,6
1002,46.66285179958644,7.685791444893467,23.33142589979322,2015,3.861785714285714,1007.5,1002,501.0,78,78,0,10610,396,0,-5442.503705499994,-2721.251852749997,3.9386436287346487,46,6
1003,46.66285179958644,7.685791444893467,23.33142589979322,2023,3.876928571428571,1011.5,1003,501.5,78,78,0,10620,400,0,-5464.503705499994,-2732.251852749997,3.953786485877506,46,6
1004,46.66285179958644,7.685791444893467,23.33142589979322,2031,3.892071428571428,1015.5,1004,502.0,78,78,0,10630,400,0,-5486.503705499994,-2743.251852749997,3.968929343020363,46,6
1005,46.66285179958644,7.685791444893467,23.33142589979322,2039,3.9072142857142853,1019.5,1005,502.5,78,78,0,10640,400,0,-5508.503705499994,-2754.251852749997,3.98407220016322,46,6
1006,46.66285179958644,7.685791444893467,23.33142589979322,2047,3.9223571428571424,1023.5,1006,503.0,78,78,0,10650,400,0,-5530.503705499994,-2765.251852749997,3.999215057306077,46,6
1007,46.66285179958644,7.685791444893467,23.33142589979322,2055,3.9375,1027.5,1007,503.5,78,78,0,10660,400,0,-5552.503705499994,-2776.251852749997,4.014357914448935,46,6
1008,46.66285179958644,7.685791444893467,23.33142589979322,2063,3.9526428571428567,1031.5,1008,504.0,78,78,0,10670,400,0,-5574.503705499994,-2787.251852749997,4.029500771591791,46,6
1009,46.66285179958644,7.685791444893467,23.33142589979322,1570,2.9657857142857145,785.0,1009,504.5,78,78,0,10680,400,1,-5614.503705499994,-2807.251852749997,13.04264362873465,46,6
1010,46.66285179958644,7.685791444893467,23.33142589979322,1577,2.9789285714285714,788.5,1010,505.0,78,78,0,10690,400,1,-5634.503705499994,-2817.251852749997,13.055786485877507,46,6
1011,46.66285179958644,7.685791444893467,23.33142589979322,1584,2.9920714285714287,792.0,1011,505.5,78,78,0,10700,400,1,-5654.503705499994,-2827.251852749997,13.068929343020363,46,6
1012,46.66285179958644,7.685791444893467,23.33142589979322,1591,3.0052142857142856,795.5,1012,506.0,78,78,0,10710,400,1,-5674.503705499994,-2837.251852749997,13.08207220016322,46,6
1013,46.66285179958644,7.685791444893467,23.33142589979322,1598,3.018357142857143,799.0,1013,506.5,78,78,0,10720,400,1,-5694.503705499994,-2847.251852749997,13.095215057306078,46,6
1014,46.66285179958644,7.685791444893467,23.33142589979322,1605,3.0315,802.5,1014,507.0,78,78,0,10730,400,1,-5714.503705499994,-2857.251852749997,13.108357914448934,46,6
1015,46.66285179958644,7.685791444893467,23.33142589979322,1612,3.044642857142857,806.0,1015,507.5,78,78,0,10740,400,1,-5734.503705499994,-2867.251852749997,13.121500771591792,46,6
1016,46.66285179958644,7.685791444893467,23.33142589979322,1619,3.057785714285714,809.5,1016,508.0,78,78,0,10750,400,1,-5754.503705499994,-2877.251852749997,13.134643628734649,46,6
1017,46.66285179958644,7.685791444893467,23.33142589979322,1626,3.0709285714285715,813.0,1017,508.5,78,78,0,10760,400,1,-5774.503705499994,-2887.251852749997,13.147786485877505,46,6
1018,46.66285179958644,7.685791444893467,23.33142589979322,1633,3.0840714285714284,816.5,1018,509.0,78,78,0,10770,400,1,-5794.503705499994,-2897.251852749997,13.160929343020364,46,6
1019,46.66285179958644,7.685791444893467,23.33142589979322,1640,3.097214285714286,820.0,1019,509.5,78,78,0,10780,400,1,-5814.503705499994,-2907.251852749997,13.174072200163222,46,6
1020,46.66285179958644,7.685791444893467,23.33142589979322,1647,3.1103571428571426,823.5,1020,510.0,78,78,0,10790,402,1,-5834.503705499994,-2917.251852749997,13.187215057306078,46,6
1021,46.66285179958644,7.685791444893467,23.33142589979322,1654,3.1235000000000004,827.0,1021,510.5,78,78,0,10800,402,1,-5854.503705499994,-2927.251852749997,13.200357914448935,46,6
1022,46.66285179958644,7.685791444893467,23.33142589979322,1661,3.136642857142857,830.5,1022,511.0,78,78,0,10810,402,1,-5874.503705499994,-2937.251852749997,13.213500771591791,46,6
1023,46.66285179958644,7.685791444893467,23.33142589979322,1668,3.1497857142857146,834.0,1023,511.5,78,78,0,10820,402,1,-5894.503705499994,-2947.251852749997,13.22664362873465,46,6
1024,46.66285179958644,7.685791444893467,23.33142589979322,1675,3.1629285714285715,837.5,1024,512.0,78,78,0,10830,404,1,-5914.503705499994,-2957.251852749997,13.239786485877506,46,6
1025,46.66285179958644,7.685791444893467,23.33142589979322,1682,3.176071428571429,841.0,1025,512.5,78,78,0,10840,404,1,-5934.503705499994,-2967.251852749997,13.252929343020364,46,6
1026,46.66285179958644,7.685791444893467,23.33142589979322,1689,3.1892142857142853,844.5,1026,513.0,78,78,0,10850,404,1,-5954.503705499994,-2977.251852749997,13.26607220016322,46,6
1027,46.66285179958644,7.685791444893467,23.33142589979322,1697,3.2041428571428576,848.5,1027,513.5,78,78,0,10860,404,1,-5976.503705499994,-2988.251852749997,13.281000771591792,46,6
1028,46.66285179958644,7.685791444893467,23.33142589979322,1705,3.2190714285714286,852.5,1028,514.0,78,78,0,10870,404,1,-5998.503705499994,-2999.251852749997,13.295929343020363,46,6
1029,46.66285179958644,7.685791444893467,23.33142589979322,1713,3.2340000000000004,856.5,1029,514.5,78,78,0,10880,406,1,-6020.503705499994,-3010.251852749997,13.310857914448935,46,6
1030,46.66285179958644,7.685791444893467,23.33142589979322,1721,3.248928571428571,860.5,1030,515.0,78,78,0,10890,406,1,-6042.503705499994,-3021.251852749997,13.325786485877506,46,6
1031,46.66285179958644,7.685791444893467,23.33142589979322,1729,3.2638571428571432,864.5,1031,515.5,78,78,0,10900,408,1,-6064.503705499994,-3032.251852749997,13.340715057306078,46,6
